"Aunt Martha's Health And Wellness, Inc.","19990 Governors Hwy, 19990 Governors Hwy, Olympia Fields, IL 60461-1021",www.auntmarthas.org,,,,Olympia Fields,IL,60461-1021
"Greater Lawrence Family Health Center, Inc.","1 Griffin Brook Dr Ste 101, 1 Griffin Brook Dr Ste 101, Methuen, MA 01844-1865",www.glfhc.org,978-771-7675,thu.huynh-vien@glfhc.org,,Methuen,MA,01844-1865
Yehowa Medical Services,"24404 Vermont Ave Ste 201, 24404 Vermont Ave Ste 201, Harbor City, CA 90710-2321",http://www.ymedical.org/,,,,Harbor City,CA,90710-2321
"Wheeler Clinic, Inc.","91 Northwest Dr, 91 Northwest Dr, Plainville, CT 06062-1534",www.wheelerclinic.org,,,,Plainville,CT,06062-1534
Virginia Garcia Memorial Health Center,"3305 NE Aloclek Dr, 3305 NE Aloclek Dr, Hillsboro, OR 97124-7143",http://www.virginiagarcia.org,909-496-4358,lbozzetti@vgmhc.org,,Hillsboro,OR,97124-7143
Park West Health Systems Incorporated,"3319 W Belvedere Ave, 3319 W Belvedere Ave, Baltimore, MD 21215-5143",,443-884-7501 x19231,sdixon@parkwestmed.org,,Baltimore,MD,21215-5143
"United Community Health Center-Maria Auxiliadora, Inc.","1260 S Campbell Ave Bldg 2, 1260 S Campbell Ave Bldg 2, Green Valley, AZ 85614-0502",,,,,Green Valley,AZ,85614-0502
"BRONXCARE HEALTH INTEGRATED SERVICES SYSTEM, INC.","1650 Selwyn Ave Apt 11H, 1650 Selwyn Ave Apt 11H, Bronx, NY 10457-7663",N/A,718-901-8580,rparker@bronxleb.org,,Bronx,NY,10457-7663
"Sterling Health Solutions, Inc.","209 N Maysville St Ste 200, 209 N Maysville St Ste 200, Mount Sterling, KY 40353-1179",,859-404-7686,fmahoney@sterlinghealthky.org,,Mount Sterling,KY,40353-1179
Access Health Louisiana,"2900 Indiana Ave, 2900 Indiana Ave, Kenner, LA 70065-4605",www.accesshealthla.org,,,,Kenner,LA,70065-4605
Mountain Park Health Center,"3003 N Central Ave Ste 1600, 3003 N Central Ave Ste 1600, Phoenix, AZ 85012-2908",,,,,Phoenix,AZ,85012-2908
Great Lakes Bay Health Centers,"501 Lapeer Ave, 501 Lapeer Ave, Saginaw, MI 48607-1203",https://greatlakesbayhealthcenters.org,989-759-6448,lgalonska@healthdelivery.org,,Saginaw,MI,48607-1203
"Jefferson Comprehensive Care System, Inc.","1101 S Tennessee St, 1101 S Tennessee St, Pine Bluff, AR 71601-5801",,870-543-2310,sbrown@jccsi.org,,Pine Bluff,AR,71601-5801
"CURTIS V COOPER PRIMARY HEALTH CARE, INC.","2 Roberts St, 2 Roberts St, Savannah, GA 31408-3524",,912-527-1088,lburton@cvcphc.com,,Savannah,GA,31408-3524
"BEDFORD STUYVESANT FAMILY HEALTH CENTER, INC., THE","1456 Fulton St, 1456 Fulton St, Brooklyn, NY 11216-2505",www.bsfhc.org,,,,Brooklyn,NY,11216-2505
Healthright 360,"1563 MISSION ST, 1563 MISSION ST, San Francisco, CA 94103-2543",,310-686-5614,mbaez@healthright360.org,,San Francisco,CA,94103-2543
"Lakeshore Community Health Care, Inc","1721 Saemann Ave, 1721 Saemann Ave, Sheboygan, WI 53081-2342",,,,,Sheboygan,WI,53081-2342
"JWCH Institute, Inc.","5650 Jillson St, 5650 Jillson St, Commerce, CA 90040-1482",,,,,Commerce,CA,90040-1482
Belington Community Medical Services Association,"70 N Sturmer St, 70 N Sturmer St, Belington, WV 26250-7403",www.bcmsa.org,,,,Belington,WV,26250-7403
Penobscot Community Health Center,"103 Maine Ave, 103 Maine Ave, Bangor, ME 04401-4330",,,,,Bangor,ME,04401-4330
IRONTON AND LAWRENCE COUNTY AREA COMMUNITY ACTION ORGANIZATION,"305 N 5th St, 305 N 5th St, Ironton, OH 45638-1578",www.ilcao.org,740-532-3534 x12002,bummerbowwow@gmail.com,,Ironton,OH,45638-1578
Access Community Health Network,"600 W Fulton St Ste 200, 600 W Fulton St Ste 200, Chicago, IL 60661-1262",www.accesscommunityhealth.net,,,,Chicago,IL,60661-1262
GASTON FAMILY HEALTH SERVICES INC,"991 W Hudson Blvd, 991 W Hudson Blvd, Gastonia, NC 28052-6430",www.kintegra.org,,,,Gastonia,NC,28052-6430
"Refuah Health Center, Inc.","728 N Main St, 728 N Main St, New Square, NY 10977-8916",,845-354-9300,mginsburg@rhcnys.org,,New Square,NY,10977-8916
"Mercy Health Services, Inc.","1113 Murfreesboro Rd Ste 319, 1113 Murfreesboro Rd Ste 319, Franklin, TN 37064-1312",,615-790-0567 x212,rhondas@mercytn.org,,Franklin,TN,37064-1312
"University Community Health Services, Inc.","601 Benton Ave, 601 Benton Ave, Nashville, TN 37204-2303",,,,,Nashville,TN,37204-2303
"COMMUNITY HEALTH CENTER, INCORPORATED","635 MN ST, 635 MN ST, Middletown, CT 06457",,860-347-6602,mark@chc1.com,,Middletown,CT,06457
GASTON FAMILY HEALTH SERVICES INC,"991 W Hudson Blvd, 991 W Hudson Blvd, Gastonia, NC 28052-6430",,,,,Gastonia,NC,28052-6430
"MedCura Health, Inc.","5582 Memorial Dr, 5582 Memorial Dr, Stone Mountain, GA 30083-3215",www.medcura.org,404-298-8998,charity.walsh@oakmed.org,,Stone Mountain,GA,30083-3215
"COMMUNITY HEALTH CENTER, INCORPORATED","635 MN ST, 635 MN ST, Middletown, CT 06457",www.chc1.com,860-347-6602,mark@chc1.com,,Middletown,CT,06457
"LINCOLN COMMUNITY HEALTH CENTER, INCORPORATED","1301 Fayetteville St, 1301 Fayetteville St, Durham, NC 27707-2325",www.lincolnchc.org,,,,Durham,NC,27707-2325
"Generations Family Health Center, Inc.","40 Mansfield Ave, 40 Mansfield Ave, Willimantic, CT 06226-2018",WWW.GENHEALTH.ORG,,,,Willimantic,CT,06226-2018
AMOSKEAG HEALTH,"145 Hollis St, 145 Hollis St, Manchester, NH 03101-1235",www.mchc-nh.org,,,,Manchester,NH,03101-1235
C A S S E Dental Health Institute,"2120 Bert Kouns Industrial Loop Ste A, 2120 Bert Kouns Industrial Loop Ste A, Shreveport, LA 71118-3351",,,,,Shreveport,LA,71118-3351
"COVENANT COMMUNITY CARE, INC.","559 W Grand Blvd, 559 W Grand Blvd, Detroit, MI 48216-2200",,,,,Detroit,MI,48216-2200
Meridian Health Services Corp.,"240 N Tillotson Ave, 240 N Tillotson Ave, Muncie, IN 47304-3988",,,,,Muncie,IN,47304-3988
Southeast Missouri Health Network,"6738 State Highway 77, 6738 State Highway 77, Benton, MO 63736-8238",,,,,Benton,MO,63736-8238
"Institute For Family Health, The","2006 Madison Ave, 2006 Madison Ave, New York, NY 10035-1217",www.institute2000.org,212-633-0800,inewman@institute.org,,New York,NY,10035-1217
Primary Health Services Center,"2914 Betin Ave, 2914 Betin Ave, Monroe, LA 71201-7258",N/A,,,,Monroe,LA,71201-7258
Peak Vista Community Health Centers,"3205 N Academy Blvd, 3205 N Academy Blvd, Colorado Springs, CO 80917-5147",,,,,Colorado Springs,CO,80917-5147
"Health Services of North Texas , Inc.","4401 N Interstate 35 Unit 312, 4401 N Interstate 35 Unit 312, Denton, TX 76207-3318",healthntx.org,,,,Denton,TX,76207-3318
JOHNSON HEALTH CENTER,"320 Federal St, 320 Federal St, Lynchburg, VA 24504-2306",www.jhcvirginia.org,434-455-2480 x1108,jsingh@jhcvirginia.org,,Lynchburg,VA,24504-2306
"PACKARD HEALTH, INC.","3174 Packard St, 3174 Packard St, Ann Arbor, MI 48108-1947",www.packardhealth.org,,,,Ann Arbor,MI,48108-1947
"HealthNet, Inc.","3403 E Raymond St, 3403 E Raymond St, Indianapolis, IN 46203-4744",,,,,Indianapolis,IN,46203-4744
"Staywell Health Care, Inc.","80 Phoenix Ave Ste 201, 80 Phoenix Ave Ste 201, Waterbury, CT 06702-1418",www.staywellhealth.org,203-756-8021 x3015,ltracey@staywellhealth.org,,Waterbury,CT,06702-1418
Ozark Tri-County Health Care Consortium,"475 Nelson Ave, 475 Nelson Ave, Neosho, MO 64850-8825",www.accessfamilycare.org,,,,Neosho,MO,64850-8825
Healthpoint,"955 Powell Ave SW Ste A, 955 Powell Ave SW Ste A, Renton, WA 98057-2908",www.healthpointchc.org,,,,Renton,WA,98057-2908
INNER CITY MUSLIM ACTION NETWORK,"2744 W 63rd St, 2744 W 63rd St, Chicago, IL 60629-2343",https://www.imancentral.org/,,,,Chicago,IL,60629-2343
"COMPLETE CARE COMMUNITY HEALTH CENTER, INC.","2928 E Cesar E Chavez Ave, 2928 E Cesar E Chavez Ave, Los Angeles, CA 90033-3110",,323-266-6700,comcarela@yahoo.com,,Los Angeles,CA,90033-3110
"COMMUNITY MEDICAL CENTERS, INC.","7210 Murray Dr, 7210 Murray Dr, Stockton, CA 95210-3339",,209-373-2826,cnoguera@communitymedicalcenters.org,,Stockton,CA,95210-3339
"TRI COUNTY COMMUNITY HEALTH COUNCIL, INC","3331 Easy St, 3331 Easy St, Dunn, NC 28334-7988",www.commwellhealth.org,910-567-7006,ptripp@commwellhealth.org,,Dunn,NC,28334-7988
"Sixteenth Street Community Health Centers, Inc.","1032 S Cesar E Chavez Dr, 1032 S Cesar E Chavez Dr, Milwaukee, WI 53204-2203",https://sschc.org/locations/,262-225-6362,tracey.prentice@sschc.org,,Milwaukee,WI,53204-2203
HAMDARD CENTER FOR HEALTH & HUMAN SERVICES NFP,"228 E Lake St Ste 300, 228 E Lake St Ste 300, Addison, IL 60101-2872",www.hamdardcenter.org,,,,Addison,IL,60101-2872
"ELAINE ELLIS CENTER OF HEALTH, INC.","1627 Kenilworth Ave NE, 1627 Kenilworth Ave NE, Washington, DC 20019-2010",,,,,Washington,DC,20019-2010
"PIEDMONT HEALTH SERVICES, INC.","88 Vilcom Center Dr Ste 110, 88 Vilcom Center Dr Ste 110, Chapel Hill, NC 27514-1660",www.piedmonthealth.org,,,,Chapel Hill,NC,27514-1660
"Kentucky Mountain Health Alliance, Inc.","279 E Main St Ste 300, 279 E Main St Ste 300, Hazard, KY 41701-1973",,606-487-9505,gbates@kymha.org,,Hazard,KY,41701-1973
Capitol City Family Health Center Inc,"3140 Florida St, 3140 Florida St, Baton Rouge, LA 70806-3757",www.caresouth.org,225-650-2026,mvalliere@ccfhc.org,,Baton Rouge,LA,70806-3757
"ALIVIO MEDICAL CENTER, INC","966 W 21st St, 966 W 21st St, Chicago, IL 60608-4511",,,,,Chicago,IL,60608-4511
Presidio County Health Services Inc,"406 S Summer St, 406 S Summer St, Marfa, TX 79843",,432-837-4812,cmo@pchsmedclinic.org,,Marfa,TX,79843
PCC COMMUNITY WELLNESS CENTER,"14 Lake St, 14 Lake St, Oak Park, IL 60302-2606",,,,,Oak Park,IL,60302-2606
"TRI COUNTY COMMUNITY HEALTH COUNCIL, INC","3331 Easy St, 3331 Easy St, Dunn, NC 28334-7988",,910-567-7006,ptripp@commwellhealth.org,,Dunn,NC,28334-7988
"Centro De Salud Familiar Dr. Julio Palmieri Ferri, Inc.","Calle Morse, Calle Morse, Arroyo, PR 00714",N/A,,,,Arroyo,PR,00714
"Sixteenth Street Community Health Centers, Inc.","1032 S Cesar E Chavez Dr, 1032 S Cesar E Chavez Dr, Milwaukee, WI 53204-2203",https://sschc.org/locations/,262-225-6362,tracey.prentice@sschc.org,,Milwaukee,WI,53204-2203
"CUMBERLAND FAMILY MEDICAL CENTER, INC.","360 Keen St Ste 500, 360 Keen St Ste 500, Burkesville, KY 42717-7944",,270-858-6655,tantle@cfmcky.com,,Burkesville,KY,42717-7944
"Delaware Valley Community Health, Inc.","1412 Fairmount Ave # 22, 1412 Fairmount Ave # 22, Philadelphia, PA 19130-2908",,215-778-0606,brobles@dvch.org,,Philadelphia,PA,19130-2908
Whittier Street Health Center,"1290 Tremont St, 1290 Tremont St, Roxbury Crossing, MA 02120-3432",,,,,Roxbury Crossing,MA,02120-3432
"Newark Community Health Centers, Inc.","741 Broadway, 741 Broadway, Newark, NJ 07104-4309",www.nchcfqhc.org,973-483-1300 x1250,wtalley@nchcfqhc.org,,Newark,NJ,07104-4309
East Central District Health Dept,"4321 41st Ave, 4321 41st Ave, Columbus, NE 68601-2131",NA,402-562-8950,rrayman@ecdhd.ne.gov,,Columbus,NE,68601-2131
Maricopa County Special Health Care District,"2601 E Roosevelt St, 2601 E Roosevelt St, Phoenix, AZ 85008-4973",www.valleywisehealth.org,602-344-1129,barbara.harding@valleywisehealth.org,,Phoenix,AZ,85008-4973
"Capstone Rural Health Center, The","5947 Highway 269, 5947 Highway 269, Parrish, AL 35580-3847",,,,,Parrish,AL,35580-3847
Buddhist Tzu Chi Medical Foundation,"1000 S Garfield Ave, 1000 S Garfield Ave, Alhambra, CA 91801-4709",https://medical.tzuchi.us/clinics/south-el-monte,626-427-9598 x3001,operations@tzuchimedical.us,,Alhambra,CA,91801-4709
Share Our Selves Corporation,"1550 Superior Ave, 1550 Superior Ave, Costa Mesa, CA 92627-3653",www.shareourselves.org,949-536-3927,cward@shareourselves.org,,Costa Mesa,CA,92627-3653
"TRI COUNTY COMMUNITY HEALTH COUNCIL, INC","3331 Easy St, 3331 Easy St, Dunn, NC 28334-7988",www.commwellhealth.org,910-567-7006,ptripp@commwellhealth.org,,Dunn,NC,28334-7988
GASTON FAMILY HEALTH SERVICES INC,"991 W Hudson Blvd, 991 W Hudson Blvd, Gastonia, NC 28052-6430",www.kintegra.org,,,,Gastonia,NC,28052-6430
COUNTY OF LANE,"125 E 8th Ave, 125 E 8th Ave, Eugene, OR 97401-2926",http://www.lanecounty.org/Departments/HHS/CHC/Pages/default.aspx,,,,Eugene,OR,97401-2926
"Northwest Health Services, Inc.","2303 Village Dr, 2303 Village Dr, Saint Joseph, MO 64506-4954",http://www.nwhealth-services.org/,,,,Saint Joseph,MO,64506-4954
GASTON FAMILY HEALTH SERVICES INC,"991 W Hudson Blvd, 991 W Hudson Blvd, Gastonia, NC 28052-6430",www.kintegra.org,,,,Gastonia,NC,28052-6430
Miami Beach Community Health Center Inc.,"710 Alton Rd, 710 Alton Rd, Miami Beach, FL 33139-5504",www.miamibeachhealth.org,,,,Miami Beach,FL,33139-5504
"Citrus Health Network, Inc.","4175 W 20th Ave, 4175 W 20th Ave, Hialeah, FL 33012-5874",www.citrushealth.com,,,,Hialeah,FL,33012-5874
"Healthsource Of Ohio, Inc.","424 Wards Corner Rd Ste 200, 424 Wards Corner Rd Ste 200, Loveland, OH 45140-6966",www.healthsourceofohio.com,,,,Loveland,OH,45140-6966
"Blackstone Valley Community Health Care, Inc.","39 East Ave, 39 East Ave, Pawtucket, RI 02860-4003",www.blackstonechc.org,,,,Pawtucket,RI,02860-4003
APLA HEALTH & WELLNESS,"611 S Kingsley Dr, 611 S Kingsley Dr, Los Angeles, CA 90005-2319",,,,,Los Angeles,CA,90005-2319
CATHERINE'S HEALTH CENTER,"1211 Lafayette Ave NE, 1211 Lafayette Ave NE, Grand Rapids, MI 49505-5092",,,,,Grand Rapids,MI,49505-5092
"Borinquen Health Care Center, Inc.","3601 Federal Hwy, 3601 Federal Hwy, Miami, FL 33137-3795",www.borinquenhealth.org,305-788-5055,pvelez@borinquenhealth.org,,Miami,FL,33137-3795
"Northeast Alabama Health Services, Inc.","309 Taylor St, 309 Taylor St, Scottsboro, AL 35768-2421",N/A,,,,Scottsboro,AL,35768-2421
AMOSKEAG HEALTH,"145 Hollis St, 145 Hollis St, Manchester, NH 03101-1235",,,,,Manchester,NH,03101-1235
"CURTIS V COOPER PRIMARY HEALTH CARE, INC.","2 Roberts St, 2 Roberts St, Savannah, GA 31408-3524",,912-527-1088,lburton@cvcphc.com,,Savannah,GA,31408-3524
Chattanooga C A R E S Inc,"1000 E 3RD ST STE 300, 1000 E 3RD ST STE 300, CHATTANOOGA, TN 37403-2153",www.cempa.org,423-803-2722,choward@chattanoogacares.org,,CHATTANOOGA,TN,37403-2153
"Wayne Community Health Centers, Inc.","128 S 300 W, 128 S 300 W, Bicknell, UT 84715-7722",,435-425-1130,josiem@waynechc.org,,Bicknell,UT,84715-7722
"Horizon Health and Wellness, Inc.","625 N Plaza Dr, 625 N Plaza Dr, Apache Junction, AZ 85120-5502",,,,,Apache Junction,AZ,85120-5502
Chota Community Health Services,"1206 Highway 411, 1206 Highway 411, Vonore, TN 37885-2455",N/A,423-442-7268,lharris@chotahealth.org,,Vonore,TN,37885-2455
Keystone Rural Health Center,"111 Chambers Hill Dr Ste 200, 111 Chambers Hill Dr Ste 200, Chambersburg, PA 17201-7304",www.keystonewomenscare.org,,,,Chambersburg,PA,17201-7304
Oakland Integrated Healthcare Network,"461 W Huron St Ste 107, 461 W Huron St Ste 107, Pontiac, MI 48341-1601",www.honorcommunityhealth.org,810-241-1518,cduncanson@honorcommunityhealth.org,,Pontiac,MI,48341-1601
"CENTRAL MISSISSIPPI HEALTH SERVICES, INC.","1134 Winter St, 1134 Winter St, Jackson, MS 39204-2841",,,,,Jackson,MS,39204-2841
"Mary's Center For Maternal And Child Care, Inc.","2333 Ontario Rd NW, 2333 Ontario Rd NW, Washington, DC 20009-2627",WWW.MARYSCENTER.ORG,,,,Washington,DC,20009-2627
"Valley Health Systems, Inc.","3377 US Route 60, 3377 US Route 60, Huntington, WV 25705-2837",www.mvahealth.org,,,,Huntington,WV,25705-2837
North East Medical Services,"1520 Stockton St, 1520 Stockton St, San Francisco, CA 94133-3354",http://www.nems.org,,,,San Francisco,CA,94133-3354
"Community Health South Florida, Inc.","10300 SW 216th St, 10300 SW 216th St, Cutler Bay, FL 33190-1003",www.chisouthfl.org,,,,Cutler Bay,FL,33190-1003
Primary Health Network,"100 Shenango Ave, 100 Shenango Ave, Sharon, PA 16146-1503",http://www.primary-health.net,,,,Sharon,PA,16146-1503
"SERVE THE PEOPLE, INC.","1206 E 17th St Ste 101, 1206 E 17th St Ste 101, Santa Ana, CA 92701-2641",,714-352-2911,bbecerra@servethepeoplechc.org,,Santa Ana,CA,92701-2641
Anthony L. Jordan Health Corporation,"82 Holland St, 82 Holland St, Rochester, NY 14605-2131",,,,,Rochester,NY,14605-2131
Miami Beach Community Health Center Inc.,"710 Alton Rd, 710 Alton Rd, Miami Beach, FL 33139-5504",miamibeachhealth.org,,,,Miami Beach,FL,33139-5504
Great Mines Health Center,"1 Southtowne Dr, 1 Southtowne Dr, Potosi, MO 63664-5729",GMHCenter.org,,,,Potosi,MO,63664-5729
"Butler County Community Health Consortium, Inc.","300 High St # 4, 300 High St # 4, Hamilton, OH 45011-6078",,,,,Hamilton,OH,45011-6078
MONTEFIORE MEDICAL CENTER,"111 E 210th St, 111 E 210th St, Bronx, NY 10467-2401",,718-920-4151 x230,vhatcher@montefiore.org,,Bronx,NY,10467-2401
El Centro Del Barrio,"3750 Commercial Ave, 3750 Commercial Ave, San Antonio, TX 78221-3117",www.centromedsa.com,,,,San Antonio,TX,78221-3117
"SANTA BARBARA, COUNTY OF","300 N San Antonio Rd, 300 N San Antonio Rd, Santa Barbara, CA 93110-1316",,805-681-5173,darrin.eisenbarth@sbcphd.org,,Santa Barbara,CA,93110-1316
SHASTA COMMUNITY HEALTH CENTER,"1035 Placer St, 1035 Placer St, Redding, CA 96001-1170",www.shastahealth.org,,,,Redding,CA,96001-1170
Lifelong Medical Care,"2344 6th St, 2344 6th St, Berkeley, CA 94710-2412",WWW.LIFELONGMEDICAL.ORG,,,,Berkeley,CA,94710-2412
Yehowa Medical Services,"24404 Vermont Ave Ste 201, 24404 Vermont Ave Ste 201, Harbor City, CA 90710-2321",,,,,Harbor City,CA,90710-2321
"Butler County Community Health Consortium, Inc.","300 High St # 4, 300 High St # 4, Hamilton, OH 45011-6078",www.myprimaryhealthsolutions.org,,,,Hamilton,OH,45011-6078
"SANTA CLARA, COUNTY OF","70 W Hedding St, 70 W Hedding St, San Jose, CA 95110-1705",,,,,San Jose,CA,95110-1705
Morovis Community Health Center Inc,"2 Calle Patron, 2 Calle Patron, Morovis, PR 00687-3021",,,,,Morovis,PR,00687-3021
"Community Care of West Virginia, Inc.","37 W Main St, 37 W Main St, Buckhannon, WV 26201-2235",,,,,Buckhannon,WV,26201-2235
"West Oakland Health Council, The","700 Adeline St, 700 Adeline St, Oakland, CA 94607-2608",wohc@wohc.org,,,,Oakland,CA,94607-2608
ELICA HEALTH CENTERS,"155 15th St, 155 15th St, West Sacramento, CA 95691-3737",,916-569-8484,tbak@elicahealth.org,,West Sacramento,CA,95691-3737
"Horizon Health and Wellness, Inc.","625 N Plaza Dr, 625 N Plaza Dr, Apache Junction, AZ 85120-5502",https://www.hhwaz.org/,,,,Apache Junction,AZ,85120-5502
NORTH CENTRAL TEXAS COMMUNITY HEALTH CARE CENTER,"200 Mlk Jr Blvd, 200 Mlk Jr Blvd, Wichita Falls, TX 76301-1152",,,,,Wichita Falls,TX,76301-1152
"ALBANY AREA PRIMARY HEALTH CARE, INC","204 N Westover Blvd, 204 N Westover Blvd, Albany, GA 31707-2983",www.aaphc.org,229-405-6201,heather.dutton@aaphc.org,,Albany,GA,31707-2983
HENNEPIN COUNTY,"1313 Penn Ave N, 1313 Penn Ave N, Minneapolis, MN 55411-3047",www.northpointhealth.org,,,,Minneapolis,MN,55411-3047
Southcentral Foundation,"4501 Diplomacy Dr, 4501 Diplomacy Dr, Anchorage, AK 99508-5919",http://www.scf.cc,907-729-4955,akyle@southcentralfoundation.com,,Anchorage,AK,99508-5919
"Eastern Aleutian Tribes, Inc.","3380 C St Ste 100, 3380 C St Ste 100, Anchorage, AK 99503-3949",www.eatribes.org,907-277-1440 x40,hanselm@eatribes.net,,Anchorage,AK,99503-3949
"COMMUNITY MEDICAL CENTERS, INC.","7210 Murray Dr, 7210 Murray Dr, Stockton, CA 95210-3339",,209-373-2826,cnoguera@communitymedicalcenters.org,,Stockton,CA,95210-3339
"GLACIER COMMUNITY HEALTH CENTER, INC.","519 E Main St, 519 E Main St, Cut Bank, MT 59427-3015",www.glacierchc.org,,,,Cut Bank,MT,59427-3015
"Health Care Center For The Homeless, Inc.","232 N Orange Blossom Trl, 232 N Orange Blossom Trl, Orlando, FL 32805-1612",,,,,Orlando,FL,32805-1612
"Matthew Walker Comprehensive Health Center, Inc.","1035 14th Ave N, 1035 14th Ave N, Nashville, TN 37208-3050",https://schools.mnps.org/pearl-cohn-entertainment-magnet-high-school,,,,Nashville,TN,37208-3050
"Summit Community Care Clinic, Inc.","360 Peak One Dr Ste 100, 360 Peak One Dr Ste 100, Frisco, CO 80443-5948",www.summitclinic.org,,,,Frisco,CO,80443-5948
"Community Action Committee of Pike County, The","941 Market St, 941 Market St, Piketon, OH 45661-9757",www.pikecac.org,740-947-7726 x7511,lbellomy@pikecac.org,,Piketon,OH,45661-9757
"Southern Illinois Health Care Foundation, Inc.","2041 Goose Lake Rd, 2041 Goose Lake Rd, Sauget, IL 62206-2822",www.sihf.org,618-215-8148,pbrodie@sihf.org,,Sauget,IL,62206-2822
"Greater Lawrence Family Health Center, Inc.","1 Griffin Brook Dr Ste 101, 1 Griffin Brook Dr Ste 101, Methuen, MA 01844-1865",www.glfhc.org,978-771-7675,thu.huynh-vien@glfhc.org,,Methuen,MA,01844-1865
"Star Community Health, Inc.","520 E Broad St Ste 108, 520 E Broad St Ste 108, Bethlehem, PA 18018-6330",starcommunityhealth.org,610-216-7489,Laura.hetrick@starcommunityhealth.org,,Bethlehem,PA,18018-6330
"Community Health And Wellness Center Of Greater Torrington, Incorporated","469 Migeon Ave, 469 Migeon Ave, Torrington, CT 06790-4643",,860-489-0931 x125,jborduas@chwctorr.org,,Torrington,CT,06790-4643
COMMUNITY HEALTH CENTERS OF AMERICA,"5320 STATE HIGHWAY 49 N # 1-3, 5320 STATE HIGHWAY 49 N # 1-3, MARIPOSA, CA 95338-9588",,209-761-0134,chcoa.gs@gmail.com,,MARIPOSA,CA,95338-9588
"LAKES COMMUNITY HEALTH CENTER, INC., THE","7665 US Highway 2, 7665 US Highway 2, Iron River, WI 54847-4690",www.northlakescinic.org,,,,Iron River,WI,54847-4690
"Houston Community Health Centers, Inc.","424 Hahlo St, 424 Hahlo St, Houston, TX 77020-3022",,713-343-5451,koshaughnessy@vecinohealthcenters.org,,Houston,TX,77020-3022
"St. Francis House NWA, Inc.","614 E Emma Ave Ste 300, 614 E Emma Ave Ste 300, Springdale, AR 72764-4469",,,,,Springdale,AR,72764-4469
Marias Healthcare Services Inc,"670 Park Ave, 670 Park Ave, Shelby, MT 59474-1663",www.mmcmt.org,,,,Shelby,MT,59474-1663
West Hawaii Community Health Center Inc,"75-5751 Kuakini Hwy Ste 203, 75-5751 Kuakini Hwy Ste 203, Kailua Kona, HI 96740-1753",www.westhawaiichc.org,808-938-1699,nala@westhawwaiichc.org,,Kailua Kona,HI,96740-1753
COMMUNITY HEALTH SERVICE INC.,"810 4th Ave S Ste 101, 810 4th Ave S Ste 101, Moorhead, MN 56560-2800",,507-206-5759,slow@chsiclinics.org,,Moorhead,MN,56560-2800
"Central Mississippi Civic Improvement Association, Inc.","3502 W Northside Dr, 3502 W Northside Dr, Jackson, MS 39213-4454",,,,,Jackson,MS,39213-4454
"SISKIYOU COMMUNITY HEALTH CENTER, INC.","1701 NW Hawthorne Ave # 201, 1701 NW Hawthorne Ave # 201, Grants Pass, OR 97526-1051",www.siskiyouhealthcenter.com,541-955-6053 x1136,bmckee@siskiyouhealthcenter.com,,Grants Pass,OR,97526-1051
"Community Care of West Virginia, Inc.","37 W Main St, 37 W Main St, Buckhannon, WV 26201-2235",,,,,Buckhannon,WV,26201-2235
"NORTHEAST MISSOURI HEALTH COUNCIL, INC.","1416 Crown Dr, 1416 Crown Dr, Kirksville, MO 63501-2548",,660-627-5757 x14,elymer@nmhcinc.org,,Kirksville,MO,63501-2548
Ozarks Resource Group,"18614 Jackson St, 18614 Jackson St, Hermitage, MO 65668-8204",,417-745-2121,lindsay.pearson@ozarkschc.com,,Hermitage,MO,65668-8204
Rural Health Corporation of Northeastern Pennsylvania,"1084 Highway 315 Blvd, 1084 Highway 315 Blvd, Wilkes Barre, PA 18702-7012",www.rhcnepa.com,,,,Wilkes Barre,PA,18702-7012
"PASADENA HEALTH CENTER, INC.","908 Southmore Ave Ste 180, 908 Southmore Ave Ste 180, Pasadena, TX 77502-1119",,,,,Pasadena,TX,77502-1119
Philadelphia Fight,"1233 Locust St Fl 3, 1233 Locust St Fl 3, Philadelphia, PA 19107-5400",,,,,Philadelphia,PA,19107-5400
BEHAVIORAL HEALTH SERVICES INC,"15519 Crenshaw Blvd, 15519 Crenshaw Blvd, Gardena, CA 90249-4525",,818-331-8625,danny@wewritethegrants.com,,Gardena,CA,90249-4525
CENTRAL CITY CONCERN,"232 NW 6th Ave, 232 NW 6th Ave, Portland, OR 97209-3609",,714-292-2530,marcella.boles@ccconcern.org,,Portland,OR,97209-3609
Neighborhood Healthcare,"425 N Date St Ste 203, 425 N Date St Ste 203, Escondido, CA 92025-3413",,760-520-8375,rakeshp@nhcare.org,,Escondido,CA,92025-3413
"Uphams Corner Health Committee, Inc.","500 Columbia Rd, 500 Columbia Rd, Dorchester, MA 02125-2322",,,,,Dorchester,MA,02125-2322
"Clinicas del Camino Real, Inc.","200 S Wells Rd Ste 200, 200 S Wells Rd Ste 200, Ventura, CA 93004-1377",,,,,Ventura,CA,93004-1377
TRAVIS COUNTY HEALTHCARE DISTRICT,"1111 E Cesar Chavez St Ste B, 1111 E Cesar Chavez St Ste B, Austin, TX 78702-4209",http://www.communitycaretx.org,,,,Austin,TX,78702-4209
3RD STREET COMMUNITY CLINIC,"600 W 3rd St, 600 W 3rd St, Mansfield, OH 44906-2633",,,,,Mansfield,OH,44906-2633
